InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
196158,D400,Shoes,2,2023-06-13 16:00:00,59.19,10088,United Kingdom,118.38
168487,C300,Watch,8,2023-06-13 17:00:00,61.1,10030,France,488.8
117622,A100,Watch,5,2023-06-13 18:00:00,83.29,10020,France,416.45000000000005
170263,A100,Watch,8,2023-06-13 19:00:00,67.35,10037,Spain,538.8
153117,C300,Bag,5,2023-06-13 20:00:00,30.11,10051,Netherlands,150.55
158394,D400,Watch,1,2023-06-13 21:00:00,10.66,10146,Spain,10.66
123782,B200,Bag,2,2023-06-13 22:00:00,5.19,10137,Spain,10.38
128454,C300,Shoes,6,2023-06-13 23:00:00,90.92,10173,United Kingdom,545.52
167904,A100,Shoes,3,2023-06-14 00:00:00,94.5,10075,Germany,283.5
115592,A100,Watch,8,2023-06-14 01:00:00,13.94,10082,Netherlands,111.52
122173,B200,Shoes,5,2023-06-14 02:00:00,51.27,10193,Netherlands,256.35
133204,C300,T-shirt,3,2023-06-14 03:00:00,19.4,10078,Netherlands,58.199999999999996
135596,B200,T-shirt,7,2023-06-14 04:00:00,95.13,10037,United Kingdom,665.91
134324,B200,Bag,8,2023-06-14 05:00:00,28.45,10061,Spain,227.6
161202,D400,Watch,4,2023-06-14 06:00:00,52.66,10071,United Kingdom,210.64
189400,D400,Bag,9,2023-06-14 07:00:00,20.73,10173,France,186.57
130750,A100,Shoes,6,2023-06-14 08:00:00,36.61,10162,Germany,219.66
176112,C300,Watch,1,2023-06-14 09:00:00,30.35,10101,Germany,30.35
116566,D400,Bag,5,2023-06-14 10:00:00,50.17,10170,United Kingdom,250.85000000000002
107190,A100,Watch,5,2023-06-14 11:00:00,44.88,10127,Spain,224.4
188607,C300,Watch,7,2023-06-14 12:00:00,36.43,10157,Netherlands,255.01
138333,A100,Bag,7,2023-06-14 13:00:00,15.06,10072,France,105.42
180905,D400,Watch,6,2023-06-14 14:00:00,51.03,10062,France,306.18
189571,A100,Shoes,8,2023-06-14 15:00:00,85.77,10157,Germany,686.16
101589,C300,T-shirt,2,2023-06-14 16:00:00,74.37,10112,Spain,148.74
125235,C300,T-shirt,7,2023-06-14 17:00:00,73.45,10082,Netherlands,514.15
100159,A100,Watch,7,2023-06-14 18:00:00,39.78,10156,Germany,278.46000000000004
112145,C300,T-shirt,4,2023-06-14 19:00:00,72.3,10193,Spain,289.2
180909,A100,Watch,2,2023-06-14 20:00:00,49.23,10199,Netherlands,98.46
131921,C300,Bag,4,2023-06-14 21:00:00,19.28,10021,United Kingdom,77.12
116237,A100,Shoes,4,2023-06-14 22:00:00,44.81,10162,Spain,179.24
108244,A100,T-shirt,6,2023-06-14 23:00:00,17.61,10169,France,105.66
114743,A100,Bag,7,2023-06-15 00:00:00,15.88,10151,Spain,111.16000000000001
197102,B200,Shoes,3,2023-06-15 01:00:00,7.19,10025,Spain,21.57
146101,C300,T-shirt,1,2023-06-15 02:00:00,31.87,10158,Spain,31.87
184227,D400,T-shirt,3,2023-06-15 03:00:00,36.43,10086,Netherlands,109.28999999999999
199532,A100,Shoes,9,2023-06-15 04:00:00,71.45,10129,Netherlands,643.0500000000001
156378,B200,Bag,1,2023-06-15 05:00:00,56.11,10166,United Kingdom,56.11
171126,D400,Bag,8,2023-06-15 06:00:00,86.55,10096,United Kingdom,692.4
156071,A100,T-shirt,2,2023-06-15 07:00:00,21.76,10139,Netherlands,43.52
171121,D400,Shoes,6,2023-06-15 08:00:00,30.27,10072,Netherlands,181.62
174763,B200,Bag,3,2023-06-15 09:00:00,94.4,10171,Germany,283.20000000000005
193814,D400,Shoes,7,2023-06-15 10:00:00,47.18,10042,Spain,330.26
112237,A100,Shoes,2,2023-06-15 11:00:00,79.96,10194,Spain,159.92
115649,D400,T-shirt,4,2023-06-15 12:00:00,51.76,10087,France,207.04
137713,D400,Shoes,9,2023-06-15 13:00:00,49.75,10096,Netherlands,447.75
173463,A100,Shoes,6,2023-06-15 14:00:00,19.07,10165,Netherlands,114.42
145409,B200,Watch,4,2023-06-15 15:00:00,85.86,10193,United Kingdom,343.44
148766,B200,Shoes,2,2023-06-15 16:00:00,12.44,10039,United Kingdom,24.88
146154,D400,Bag,9,2023-06-15 17:00:00,34.47,10149,Spain,310.23
107016,C300,T-shirt,4,2023-06-15 18:00:00,68.98,10190,Spain,275.92
179563,D400,T-shirt,9,2023-06-15 19:00:00,53.19,10186,Netherlands,478.71
148688,C300,Shoes,2,2023-06-15 20:00:00,88.73,10018,Spain,177.46
189678,D400,Shoes,7,2023-06-15 21:00:00,8.73,10019,Netherlands,61.11
154238,B200,Bag,5,2023-06-15 22:00:00,66.69,10118,France,333.45
158608,D400,Watch,8,2023-06-15 23:00:00,50.36,10072,France,402.88
189081,D400,T-shirt,8,2023-06-16 00:00:00,19.66,10170,Germany,157.28
131897,C300,Watch,4,2023-06-16 01:00:00,75.61,10185,United Kingdom,302.44
150961,B200,Bag,4,2023-06-16 02:00:00,44.07,10081,Germany,176.28
168703,C300,T-shirt,8,2023-06-16 03:00:00,55.5,10104,France,444.0
144757,D400,Bag,3,2023-06-16 04:00:00,96.89,10053,Spain,290.67
126917,A100,Shoes,7,2023-06-16 05:00:00,51.19,10081,United Kingdom,358.33
122736,D400,Bag,8,2023-06-16 06:00:00,83.22,10039,United Kingdom,665.76
127990,D400,Shoes,8,2023-06-16 07:00:00,78.11,10099,Germany,624.88
162551,C300,Watch,4,2023-06-16 08:00:00,67.96,10026,United Kingdom,271.84
158161,A100,T-shirt,9,2023-06-16 09:00:00,90.2,10140,France,811.8000000000001
179623,A100,T-shirt,4,2023-06-16 10:00:00,28.9,10046,Spain,115.6
122440,C300,Watch,8,2023-06-16 11:00:00,82.97,10199,Germany,663.76
135205,B200,Shoes,6,2023-06-16 12:00:00,40.89,10111,Spain,245.34
180811,A100,T-shirt,5,2023-06-16 13:00:00,82.19,10150,Germany,410.95
155103,A100,Bag,4,2023-06-16 14:00:00,51.91,10118,Netherlands,207.64
170812,C300,Shoes,5,2023-06-16 15:00:00,86.48,10058,United Kingdom,432.40000000000003
141627,B200,T-shirt,1,2023-06-16 16:00:00,90.01,10076,Netherlands,90.01
119008,B200,Bag,7,2023-06-16 17:00:00,61.78,10125,United Kingdom,432.46000000000004
171274,D400,Bag,8,2023-06-16 18:00:00,53.22,10006,Netherlands,425.76
132402,D400,T-shirt,9,2023-06-16 19:00:00,79.41,10049,Spain,714.6899999999999
153384,C300,Watch,3,2023-06-16 20:00:00,30.36,10103,France,91.08
105793,B200,Watch,9,2023-06-16 21:00:00,6.46,10065,Germany,58.14
105571,C300,T-shirt,5,2023-06-16 22:00:00,43.67,10130,United Kingdom,218.35000000000002
196867,D400,Bag,6,2023-06-16 23:00:00,53.24,10105,Germany,319.44
116209,C300,Watch,1,2023-06-17 00:00:00,33.24,10166,France,33.24
190930,C300,Watch,9,2023-06-17 01:00:00,41.42,10006,Netherlands,372.78000000000003
143148,A100,Watch,9,2023-06-17 02:00:00,17.64,10195,Spain,158.76
191218,A100,Shoes,6,2023-06-17 03:00:00,31.34,10182,Germany,188.04
102224,A100,Watch,8,2023-06-17 04:00:00,27.81,10007,Netherlands,222.48
148695,D400,T-shirt,4,2023-06-17 05:00:00,33.59,10031,United Kingdom,134.36
132441,C300,T-shirt,5,2023-06-17 06:00:00,33.41,10018,Germany,167.04999999999998
139129,A100,Shoes,5,2023-06-17 07:00:00,58.1,10117,Germany,290.5
162368,A100,Shoes,7,2023-06-17 08:00:00,28.81,10139,United Kingdom,201.67
192122,A100,T-shirt,7,2023-06-17 09:00:00,94.39,10056,France,660.73
144760,D400,Shoes,7,2023-06-17 10:00:00,53.57,10137,Netherlands,374.99
123478,D400,Watch,5,2023-06-17 11:00:00,17.25,10090,Germany,86.25
171854,C300,Bag,4,2023-06-17 12:00:00,31.56,10020,Netherlands,126.24
194230,C300,Bag,8,2023-06-17 13:00:00,74.33,10147,Spain,594.64
185716,C300,Bag,1,2023-06-17 14:00:00,6.3,10120,Netherlands,6.3
112180,A100,T-shirt,1,2023-06-17 15:00:00,94.09,10131,Netherlands,94.09
198538,B200,Shoes,6,2023-06-17 16:00:00,47.29,10146,United Kingdom,283.74
115372,D400,Bag,2,2023-06-17 17:00:00,54.5,10028,Netherlands,109.0
129796,A100,Watch,3,2023-06-17 18:00:00,98.9,10070,France,296.70000000000005
158272,A100,Watch,4,2023-06-17 19:00:00,52.82,10063,Netherlands,211.28
189963,C300,Watch,2,2023-06-17 20:00:00,95.04,10199,Spain,190.08
198826,C300,Shoes,7,2023-06-17 21:00:00,91.95,10138,Netherlands,643.65
193635,A100,Bag,1,2023-06-17 22:00:00,94.42,10032,United Kingdom,94.42
154040,D400,Watch,3,2023-06-17 23:00:00,82.18,10024,Spain,246.54000000000002
175357,D400,Shoes,2,2023-06-18 00:00:00,33.16,10160,United Kingdom,66.32
171368,A100,Watch,9,2023-06-18 01:00:00,37.91,10025,France,341.18999999999994
178356,B200,Bag,8,2023-06-18 02:00:00,39.67,10035,France,317.36
116211,B200,Bag,3,2023-06-18 03:00:00,98.02,10010,United Kingdom,294.06
105842,D400,Bag,5,2023-06-18 04:00:00,39.27,10029,France,196.35000000000002
163115,C300,Bag,3,2023-06-18 05:00:00,15.33,10056,United Kingdom,45.99
166852,B200,Bag,6,2023-06-18 06:00:00,78.94,10096,Germany,473.64
145968,B200,Watch,5,2023-06-18 07:00:00,39.78,10137,Netherlands,198.9
117508,C300,Bag,2,2023-06-18 08:00:00,63.99,10024,Germany,127.98
122005,B200,Watch,8,2023-06-18 09:00:00,92.81,10095,France,742.48
154575,A100,Bag,6,2023-06-18 10:00:00,59.67,10195,United Kingdom,358.02
180742,B200,Watch,3,2023-06-18 11:00:00,65.58,10056,United Kingdom,196.74
118971,C300,Bag,1,2023-06-18 12:00:00,66.07,10122,United Kingdom,66.07
125599,A100,Watch,5,2023-06-18 13:00:00,63.18,10033,United Kingdom,315.9
187592,B200,Bag,2,2023-06-18 14:00:00,20.18,10085,Netherlands,40.36
166914,D400,Shoes,2,2023-06-18 15:00:00,48.36,10053,Spain,96.72
167055,A100,Watch,9,2023-06-18 16:00:00,5.73,10050,Germany,51.57000000000001
187697,A100,Shoes,7,2023-06-18 17:00:00,64.5,10005,France,451.5
105355,D400,Watch,6,2023-06-18 18:00:00,59.66,10186,United Kingdom,357.96
154120,D400,Watch,1,2023-06-18 19:00:00,35.22,10053,Germany,35.22
174619,B200,Watch,2,2023-06-18 20:00:00,54.77,10016,Spain,109.54
138342,B200,T-shirt,7,2023-06-18 21:00:00,51.84,10153,Germany,362.88
185992,C300,Bag,3,2023-06-18 22:00:00,28.84,10087,France,86.52
178860,C300,Shoes,2,2023-06-18 23:00:00,32.86,10136,United Kingdom,65.72
102257,A100,Shoes,6,2023-06-19 00:00:00,77.44,10001,France,464.64
127364,D400,Watch,8,2023-06-19 01:00:00,76.79,10019,United Kingdom,614.32
124972,D400,Shoes,8,2023-06-19 02:00:00,49.63,10090,Spain,397.04
126654,C300,Shoes,2,2023-06-19 03:00:00,73.16,10005,France,146.32
180769,A100,Shoes,6,2023-06-19 04:00:00,47.83,10118,Germany,286.98
181423,A100,Shoes,5,2023-06-19 05:00:00,85.88,10078,Spain,429.4
129320,C300,T-shirt,7,2023-06-19 06:00:00,36.62,10054,France,256.34
120808,C300,Watch,4,2023-06-19 07:00:00,93.09,10047,United Kingdom,372.36
152389,C300,Shoes,2,2023-06-19 08:00:00,56.52,10057,Spain,113.04
195690,B200,T-shirt,3,2023-06-19 09:00:00,55.89,10169,United Kingdom,167.67000000000002
134773,A100,T-shirt,9,2023-06-19 10:00:00,68.73,10148,Netherlands,618.57
151168,A100,Watch,8,2023-06-19 11:00:00,37.38,10005,Germany,299.04
127747,A100,Bag,9,2023-06-19 12:00:00,73.81,10029,United Kingdom,664.29
176396,C300,Bag,5,2023-06-19 13:00:00,35.44,10150,France,177.2
183692,C300,Bag,5,2023-06-19 14:00:00,42.77,10035,Netherlands,213.85000000000002
157505,C300,Shoes,7,2023-06-19 15:00:00,69.1,10109,Spain,483.69999999999993
185896,C300,Watch,7,2023-06-19 16:00:00,40.95,10120,France,286.65000000000003
118135,D400,Bag,1,2023-06-19 17:00:00,24.0,10002,Spain,24.0
190887,C300,Shoes,5,2023-06-19 18:00:00,87.83,10089,Netherlands,439.15
196035,B200,Watch,8,2023-06-19 19:00:00,92.6,10161,France,740.8
147377,D400,Shoes,7,2023-06-19 20:00:00,64.54,10029,United Kingdom,451.78000000000003
123554,D400,Bag,2,2023-06-19 21:00:00,82.06,10114,France,164.12
162491,C300,Bag,8,2023-06-19 22:00:00,98.73,10169,Germany,789.84
155621,A100,T-shirt,2,2023-06-19 23:00:00,63.4,10148,United Kingdom,126.8
158283,C300,T-shirt,1,2023-06-20 00:00:00,91.34,10117,Germany,91.34
185140,A100,Watch,3,2023-06-20 01:00:00,39.13,10087,France,117.39000000000001
116923,C300,Shoes,3,2023-06-20 02:00:00,71.54,10003,France,214.62
147591,C300,Shoes,6,2023-06-20 03:00:00,10.3,10176,Spain,61.800000000000004
162261,A100,Bag,3,2023-06-20 04:00:00,79.95,10175,France,239.85000000000002
154336,A100,Bag,7,2023-06-20 05:00:00,83.83,10050,United Kingdom,586.81
174083,A100,Watch,8,2023-06-20 06:00:00,43.11,10023,Germany,344.88
160948,A100,T-shirt,3,2023-06-20 07:00:00,65.7,10045,Netherlands,197.10000000000002
133002,B200,Bag,9,2023-06-20 08:00:00,86.54,10115,Germany,778.86
180098,A100,Shoes,1,2023-06-20 09:00:00,88.94,10026,Spain,88.94
173016,C300,Bag,3,2023-06-20 10:00:00,15.12,10094,Netherlands,45.36
126672,C300,T-shirt,3,2023-06-20 11:00:00,83.61,10110,Netherlands,250.82999999999998
104213,B200,Shoes,7,2023-06-20 12:00:00,31.05,10178,France,217.35
110293,A100,T-shirt,5,2023-06-20 13:00:00,74.09,10098,Spain,370.45000000000005
199977,C300,Watch,4,2023-06-20 14:00:00,35.89,10115,Spain,143.56
155860,B200,Watch,2,2023-06-20 15:00:00,10.35,10019,France,20.7
162507,C300,T-shirt,7,2023-06-20 16:00:00,24.94,10079,United Kingdom,174.58
157134,B200,Shoes,3,2023-06-20 17:00:00,43.82,10094,France,131.46
102100,B200,T-shirt,7,2023-06-20 18:00:00,75.42,10198,Spain,527.94
161997,D400,Bag,7,2023-06-20 19:00:00,14.57,10145,Netherlands,101.99000000000001
128172,D400,Bag,2,2023-06-20 20:00:00,82.23,10135,United Kingdom,164.46
120132,A100,T-shirt,7,2023-06-20 21:00:00,99.71,10154,Spain,697.9699999999999
118199,D400,Bag,6,2023-06-20 22:00:00,79.88,10013,Spain,479.28
136609,B200,T-shirt,4,2023-06-20 23:00:00,50.0,10145,France,200.0
142965,C300,Bag,5,2023-06-21 00:00:00,58.98,10064,Germany,294.9
108016,C300,T-shirt,8,2023-06-21 01:00:00,5.59,10158,Spain,44.72
139779,A100,Bag,5,2023-06-21 02:00:00,24.88,10019,Germany,124.39999999999999
131881,D400,Shoes,3,2023-06-21 03:00:00,90.4,10069,United Kingdom,271.20000000000005
182594,A100,Shoes,2,2023-06-21 04:00:00,7.06,10044,Netherlands,14.12
124472,B200,Bag,6,2023-06-21 05:00:00,90.96,10000,Germany,545.76
151813,D400,T-shirt,6,2023-06-21 06:00:00,15.76,10146,Germany,94.56
136021,A100,Bag,7,2023-06-21 07:00:00,17.64,10038,Germany,123.48
154131,C300,Watch,8,2023-06-21 08:00:00,21.66,10118,Germany,173.28
124087,C300,Watch,4,2023-06-21 09:00:00,80.94,10154,Germany,323.76
112828,A100,T-shirt,8,2023-06-21 10:00:00,50.43,10055,United Kingdom,403.44
161610,A100,Bag,1,2023-06-21 11:00:00,18.79,10143,Spain,18.79
196664,A100,Bag,6,2023-06-21 12:00:00,70.25,10006,Netherlands,421.5
101401,B200,Shoes,6,2023-06-21 13:00:00,94.37,10019,Spain,566.22
185179,B200,T-shirt,3,2023-06-21 14:00:00,59.38,10158,United Kingdom,178.14000000000001
115193,C300,Watch,9,2023-06-21 15:00:00,14.38,10083,United Kingdom,129.42000000000002
192389,B200,Watch,5,2023-06-21 16:00:00,10.2,10078,Germany,51.0
144864,B200,T-shirt,1,2023-06-21 17:00:00,80.61,10152,United Kingdom,80.61
120307,D400,Watch,7,2023-06-21 18:00:00,64.48,10109,United Kingdom,451.36
119611,B200,T-shirt,3,2023-06-21 19:00:00,92.65,10000,Germany,277.95000000000005
143791,D400,Watch,4,2023-06-21 20:00:00,56.99,10144,United Kingdom,227.96
111950,B200,Watch,6,2023-06-21 21:00:00,10.93,10079,United Kingdom,65.58
176240,C300,T-shirt,8,2023-06-21 22:00:00,43.35,10026,United Kingdom,346.8
177403,A100,T-shirt,4,2023-06-21 23:00:00,67.51,10118,France,270.04
102745,C300,Watch,9,2023-06-22 00:00:00,41.56,10122,Spain,374.04
155243,B200,Watch,8,2023-06-22 01:00:00,99.96,10023,France,799.68
103866,A100,Shoes,6,2023-06-22 02:00:00,43.51,10189,Spain,261.06
132245,A100,Bag,7,2023-06-22 03:00:00,56.89,10051,Germany,398.23
144724,A100,T-shirt,8,2023-06-22 04:00:00,26.41,10050,Germany,211.28
171354,D400,T-shirt,2,2023-06-22 05:00:00,19.45,10193,Spain,38.9
151374,C300,Bag,5,2023-06-22 06:00:00,66.3,10056,Spain,331.5
130116,D400,Shoes,7,2023-06-22 07:00:00,60.92,10054,Netherlands,426.44
181029,A100,Watch,8,2023-06-22 08:00:00,5.41,10052,Spain,43.28
193574,C300,Watch,5,2023-06-22 09:00:00,32.05,10088,Spain,160.25
120447,C300,Shoes,3,2023-06-22 10:00:00,66.14,10018,Germany,198.42000000000002
130431,B200,Shoes,6,2023-06-22 11:00:00,82.16,10108,Germany,492.96
117908,D400,Bag,5,2023-06-22 12:00:00,34.68,10140,United Kingdom,173.4
129336,D400,Bag,8,2023-06-22 13:00:00,66.51,10028,United Kingdom,532.08
140992,B200,Watch,9,2023-06-22 14:00:00,30.2,10133,Germany,271.8
155350,D400,Shoes,9,2023-06-22 15:00:00,70.59,10119,United Kingdom,635.3100000000001
169561,A100,Shoes,6,2023-06-22 16:00:00,71.31,10128,France,427.86
151955,A100,Watch,4,2023-06-22 17:00:00,17.37,10151,France,69.48
161240,D400,Watch,4,2023-06-22 18:00:00,68.18,10073,United Kingdom,272.72
120093,B200,Watch,9,2023-06-22 19:00:00,36.69,10098,United Kingdom,330.21
106155,C300,Watch,4,2023-06-22 20:00:00,21.4,10005,Spain,85.6
146607,D400,Watch,8,2023-06-22 21:00:00,52.53,10175,Spain,420.24
133487,C300,Bag,9,2023-06-22 22:00:00,47.97,10147,France,431.73
155668,B200,Watch,5,2023-06-22 23:00:00,78.52,10075,France,392.59999999999997
120963,C300,Shoes,6,2023-06-23 00:00:00,13.03,10066,Spain,78.17999999999999
150124,B200,T-shirt,3,2023-06-23 01:00:00,80.03,10182,Spain,240.09
152870,B200,Bag,5,2023-06-23 02:00:00,15.08,10017,Spain,75.4
156547,A100,Shoes,5,2023-06-23 03:00:00,24.71,10020,United Kingdom,123.55000000000001
164110,A100,T-shirt,2,2023-06-23 04:00:00,54.01,10191,Germany,108.02
153554,B200,Bag,6,2023-06-23 05:00:00,49.0,10164,France,294.0
120936,D400,Watch,9,2023-06-23 06:00:00,98.94,10018,Netherlands,890.46
104426,A100,Bag,7,2023-06-23 07:00:00,61.0,10055,Spain,427.0
188839,B200,Watch,8,2023-06-23 08:00:00,36.11,10189,United Kingdom,288.88
127606,C300,Watch,2,2023-06-23 09:00:00,90.51,10017,France,181.02
147832,C300,Watch,9,2023-06-23 10:00:00,34.66,10157,Spain,311.93999999999994
128151,D400,T-shirt,3,2023-06-23 11:00:00,31.01,10183,United Kingdom,93.03
179303,C300,Bag,5,2023-06-23 12:00:00,51.97,10105,France,259.85
111308,C300,Watch,7,2023-06-23 13:00:00,91.75,10169,France,642.25
162522,B200,Shoes,4,2023-06-23 14:00:00,72.31,10052,Netherlands,289.24
145671,C300,Bag,7,2023-06-23 15:00:00,69.36,10085,Netherlands,485.52
190306,C300,Shoes,8,2023-06-23 16:00:00,73.98,10049,France,591.84
194108,C300,T-shirt,4,2023-06-23 17:00:00,67.67,10126,United Kingdom,270.68
102204,C300,T-shirt,5,2023-06-23 18:00:00,77.18,10003,Spain,385.90000000000003
192769,B200,Bag,3,2023-06-23 19:00:00,23.31,10062,Spain,69.92999999999999
187265,C300,T-shirt,5,2023-06-23 20:00:00,21.84,10194,France,109.2
131131,D400,T-shirt,8,2023-06-23 21:00:00,39.41,10112,Spain,315.28
152428,A100,Bag,3,2023-06-23 22:00:00,85.84,10055,Netherlands,257.52
133870,D400,Shoes,5,2023-06-23 23:00:00,72.87,10176,Spain,364.35
149067,A100,Watch,1,2023-06-24 00:00:00,58.81,10149,Germany,58.81
158585,D400,Bag,2,2023-06-24 01:00:00,6.85,10139,Netherlands,13.7
121607,A100,Bag,3,2023-06-24 02:00:00,27.4,10176,Netherlands,82.19999999999999
124968,A100,Watch,1,2023-06-24 03:00:00,81.33,10012,France,81.33
198934,A100,Shoes,9,2023-06-24 04:00:00,28.04,10104,France,252.35999999999999
111908,A100,Watch,9,2023-06-24 05:00:00,74.38,10032,Spain,669.42
126423,B200,Watch,5,2023-06-24 06:00:00,22.54,10174,Spain,112.69999999999999
174707,D400,Shoes,4,2023-06-24 07:00:00,62.6,10063,France,250.4
178257,A100,Shoes,5,2023-06-24 08:00:00,64.68,10082,United Kingdom,323.40000000000003
161215,D400,Watch,4,2023-06-24 09:00:00,76.44,10104,Spain,305.76
155835,C300,Watch,5,2023-06-24 10:00:00,46.64,10144,United Kingdom,233.2
149429,A100,Bag,7,2023-06-24 11:00:00,65.1,10033,Netherlands,455.69999999999993
182152,D400,Shoes,8,2023-06-24 12:00:00,51.26,10067,Germany,410.08
138458,B200,T-shirt,2,2023-06-24 13:00:00,95.0,10038,United Kingdom,190.0
146169,D400,Shoes,4,2023-06-24 14:00:00,54.58,10199,Spain,218.32
107659,A100,Watch,8,2023-06-24 15:00:00,24.91,10128,France,199.28
160614,C300,Watch,7,2023-06-24 16:00:00,68.45,10132,France,479.15000000000003
177240,D400,Watch,9,2023-06-24 17:00:00,57.1,10039,Germany,513.9
132793,C300,Watch,5,2023-06-24 18:00:00,81.36,10062,Germany,406.8
146473,B200,T-shirt,6,2023-06-24 19:00:00,21.81,10128,Netherlands,130.85999999999999
196762,D400,Shoes,8,2023-06-24 20:00:00,29.79,10162,United Kingdom,238.32
189388,D400,T-shirt,5,2023-06-24 21:00:00,92.55,10144,Germany,462.75
197618,B200,T-shirt,9,2023-06-24 22:00:00,93.35,10093,Netherlands,840.15
188330,B200,Watch,4,2023-06-24 23:00:00,47.01,10098,Netherlands,188.04
155751,B200,T-shirt,8,2023-06-25 00:00:00,9.54,10059,Netherlands,76.32
178915,A100,Watch,3,2023-06-25 01:00:00,34.12,10128,Spain,102.35999999999999
154254,A100,Watch,5,2023-06-25 02:00:00,28.48,10131,Germany,142.4
107006,D400,Watch,8,2023-06-25 03:00:00,44.39,10136,France,355.12
174218,D400,T-shirt,7,2023-06-25 04:00:00,35.19,10044,Netherlands,246.32999999999998
165344,D400,Watch,1,2023-06-25 05:00:00,83.75,10159,France,83.75
133840,C300,T-shirt,4,2023-06-25 06:00:00,5.29,10068,Spain,21.16
132430,B200,Shoes,2,2023-06-25 07:00:00,66.24,10013,United Kingdom,132.48
123091,D400,Watch,2,2023-06-25 08:00:00,68.11,10178,Spain,136.22
132983,B200,Bag,7,2023-06-25 09:00:00,67.76,10150,Spain,474.32000000000005
123989,A100,Bag,3,2023-06-25 10:00:00,54.46,10173,Germany,163.38
175451,B200,Bag,3,2023-06-25 11:00:00,63.05,10154,Netherlands,189.14999999999998
118990,C300,Bag,6,2023-06-25 12:00:00,82.0,10088,Spain,492.0
190270,C300,Bag,6,2023-06-25 13:00:00,79.5,10035,Netherlands,477.0
180360,B200,T-shirt,1,2023-06-25 14:00:00,8.29,10195,France,8.29
136081,C300,Shoes,1,2023-06-25 15:00:00,7.89,10031,United Kingdom,7.89
111033,C300,T-shirt,6,2023-06-25 16:00:00,84.7,10072,United Kingdom,508.20000000000005
116241,A100,Watch,7,2023-06-25 17:00:00,59.6,10193,France,417.2
105939,D400,Shoes,9,2023-06-25 18:00:00,95.96,10169,Germany,863.64
147562,C300,Shoes,4,2023-06-25 19:00:00,46.0,10049,France,184.0
135063,D400,Shoes,6,2023-06-25 20:00:00,21.79,10056,France,130.74
176721,B200,Shoes,3,2023-06-25 21:00:00,49.96,10116,Germany,149.88
127045,B200,Bag,4,2023-06-25 22:00:00,46.47,10191,Germany,185.88
144769,C300,Watch,9,2023-06-25 23:00:00,54.13,10173,Spain,487.17
147118,B200,Shoes,1,2023-06-26 00:00:00,81.75,10110,Netherlands,81.75
184703,A100,Shoes,5,2023-06-26 01:00:00,67.28,10088,United Kingdom,336.4
121625,C300,Bag,7,2023-06-26 02:00:00,22.6,10103,Germany,158.20000000000002
127076,C300,T-shirt,3,2023-06-26 03:00:00,74.78,10053,Germany,224.34
164805,C300,T-shirt,2,2023-06-26 04:00:00,61.23,10052,Spain,122.46
144605,B200,T-shirt,2,2023-06-26 05:00:00,59.94,10156,Spain,119.88
184565,B200,Watch,1,2023-06-26 06:00:00,69.43,10164,Netherlands,69.43
188509,C300,T-shirt,5,2023-06-26 07:00:00,58.58,10068,Germany,292.9
139121,D400,Shoes,3,2023-06-26 08:00:00,48.46,10013,Germany,145.38
165101,B200,Bag,7,2023-06-26 09:00:00,65.84,10154,Spain,460.88
131433,B200,Bag,1,2023-06-26 10:00:00,73.75,10004,France,73.75
143309,C300,T-shirt,9,2023-06-26 11:00:00,26.45,10117,Netherlands,238.04999999999998
167468,D400,Bag,2,2023-06-26 12:00:00,52.22,10171,Germany,104.44
144254,C300,Shoes,8,2023-06-26 13:00:00,48.53,10142,United Kingdom,388.24
167293,B200,T-shirt,4,2023-06-26 14:00:00,8.79,10066,United Kingdom,35.16
196258,C300,Shoes,6,2023-06-26 15:00:00,84.27,10000,Spain,505.62
137853,C300,Watch,9,2023-06-26 16:00:00,40.85,10151,United Kingdom,367.65000000000003
138405,C300,Shoes,7,2023-06-26 17:00:00,11.91,10108,Spain,83.37
166652,D400,Shoes,8,2023-06-26 18:00:00,48.5,10061,France,388.0
143527,C300,Shoes,7,2023-06-26 19:00:00,20.34,10077,Spain,142.38
177227,B200,Shoes,2,2023-06-26 20:00:00,71.92,10056,Germany,143.84
100492,C300,Watch,9,2023-06-26 21:00:00,59.32,10019,United Kingdom,533.88
193418,D400,T-shirt,1,2023-06-26 22:00:00,30.66,10185,Germany,30.66
108811,A100,Shoes,2,2023-06-26 23:00:00,95.3,10013,United Kingdom,190.6
193344,D400,T-shirt,3,2023-06-27 00:00:00,32.72,10180,United Kingdom,98.16
124272,C300,Bag,3,2023-06-27 01:00:00,57.72,10034,Spain,173.16
193935,A100,Shoes,4,2023-06-27 02:00:00,81.15,10189,Netherlands,324.6
172010,C300,Shoes,5,2023-06-27 03:00:00,53.82,10188,United Kingdom,269.1
192492,D400,Bag,6,2023-06-27 04:00:00,96.28,10146,United Kingdom,577.6800000000001
147153,A100,T-shirt,1,2023-06-27 05:00:00,85.17,10083,Netherlands,85.17
154110,A100,Watch,8,2023-06-27 06:00:00,92.5,10041,Germany,740.0
113979,C300,Shoes,6,2023-06-27 07:00:00,40.41,10171,United Kingdom,242.45999999999998
128328,C300,Bag,9,2023-06-27 08:00:00,57.09,10097,Spain,513.8100000000001
112867,D400,Bag,5,2023-06-27 09:00:00,84.82,10000,Netherlands,424.09999999999997
